Order_ID,Order_Date,Customer_ID,Product,Category,Region,Customer_Segment,Sales_Channel,Payment_Method,Quantity,Unit_Price,Discount_Percent,Sales,Cost,Profit
ORD0564,02-01-2024,CUST1045,Desk,Furniture,North,Consumer,Distributor,Cash,5,12108.79,15,51462.36,33627,17835.36
ORD0421,05-01-2024,CUST1214,Laptop,Electronics,North,Consumer,Online,Debit Card,4,53519.39,2,209796.01,140666.31,69129.7
ORD0119,06-01-2024,CUST1182,Office Chair,Furniture,South,Consumer,Online,Credit Card,3,8281.69,10,22360.56,16311.87,6048.69
ORD0529,07-01-2024,CUST1166,Headphones,Electronics,East,Corporate,Online,UPI,8,2336.14,5,17754.66,12779.2,4975.46
ORD0165,08-01-2024,CUST1027,Tablet,Electronics,East,Consumer,Retail Store,Debit Card,1,16845.57,2,16508.66,11328.98,5179.68
ORD0340,08-01-2024,CUST1044,Pen Set,Office Supplies,South,Corporate,Online,UPI,8,242.79,8,1786.93,1002.25,784.68
ORD0473,10-01-2024,CUST1244,Backpack,Accessories,West,Small Business,Online,Debit Card,2,1791.63,5,3404.1,2103.82,1300.28
ORD0067,11-01-2024,CUST1033,Bookshelf,Furniture,North,Corporate,Online,Debit Card,8,7265.11,8,53471.21,38608.39,14862.82
ORD0115,11-01-2024,CUST1134,Desk,Furniture,Central,Small Business,Online,Cash,4,12464.1,8,45867.89,32343.63,13524.26
ORD0167,11-01-2024,CUST1013,Headphones,Electronics,Central,Consumer,Distributor,Cash,1,2339.93,15,1988.94,1342.08,646.86
ORD0207,12-01-2024,CUST1176,Office Chair,Furniture,West,Small Business,Online,Credit Card,2,7998.01,2,15676.1,10555.4,5120.7
ORD0272,13-01-2024,CUST1006,Backpack,Accessories,East,Consumer,Retail Store,Net Banking,8,1829.2,5,13901.92,8983.05,4918.87
ORD0524,15-01-2024,CUST1208,Headphones,Electronics,Central,Consumer,Retail Store,Credit Card,5,2355.54,12,10364.38,7951.81,2412.57
ORD0323,17-01-2024,CUST1188,Smartphone,Electronics,South,Corporate,Online,Credit Card,7,20675.93,15,123021.78,84295.43,38726.35
ORD0228,21-01-2024,CUST1104,Office Chair,Furniture,West,Consumer,Distributor,Credit Card,1,9010.73,10,8109.66,5324.03,2785.63
ORD0337,21-01-2024,CUST1013,Smartphone,Electronics,South,Consumer,Retail Store,Debit Card,3,20771.5,15,52967.32,40659.17,12308.15
ORD0374,23-01-2024,CUST1016,Bookshelf,Furniture,West,Small Business,Distributor,UPI,4,7107.36,10,25586.5,16338.26,9248.24
ORD0379,23-01-2024,CUST1136,Printer,Office Supplies,Central,Consumer,Online,Cash,5,9936.15,0,49680.75,28505.93,21174.82
ORD0123,24-01-2024,CUST1186,Keyboard,Accessories,East,Consumer,Online,UPI,2,1403.27,8,2582.02,1689.42,892.6
ORD0364,25-01-2024,CUST1035,Notebook Pack,Office Supplies,East,Consumer,Retail Store,Net Banking,7,442.33,5,2941.49,1813.32,1128.17
ORD0513,27-01-2024,CUST1160,Notebook Pack,Office Supplies,Central,Corporate,Retail Store,Cash,1,450.6,15,383.01,230.4,152.61
ORD0320,29-01-2024,CUST1048,Bookshelf,Furniture,North,Corporate,Distributor,Net Banking,3,6578.8,5,18749.58,12862.43,5887.15
ORD0147,02-02-2024,CUST1114,Office Chair,Furniture,South,Small Business,Distributor,Credit Card,5,7830.21,2,38368.03,25406.19,12961.84
ORD0021,03-02-2024,CUST1061,Pen Set,Office Supplies,North,Consumer,Retail Store,Net Banking,3,256.89,0,770.67,431.34,339.33
ORD0138,06-02-2024,CUST1128,Notebook Pack,Office Supplies,West,Consumer,Retail Store,UPI,6,479.31,10,2588.27,1481.81,1106.46
ORD0511,07-02-2024,CUST1197,Bookshelf,Furniture,South,Consumer,Distributor,Credit Card,6,6973.02,10,37654.31,26100.32,11553.99
ORD0158,08-02-2024,CUST1022,Office Chair,Furniture,South,Consumer,Retail Store,Net Banking,1,8059.76,12,7092.59,4572.43,2520.16
ORD0300,09-02-2024,CUST1157,Bookshelf,Furniture,South,Consumer,Online,Cash,3,6874.73,5,19592.98,12993.63,6599.35
ORD0279,13-02-2024,CUST1014,Headphones,Electronics,East,Consumer,Retail Store,Credit Card,4,2444.52,8,8995.83,6842.43,2153.4
ORD0345,22-02-2024,CUST1052,Laptop,Electronics,South,Consumer,Online,Net Banking,3,54518.26,0,163554.78,114638.52,48916.26
ORD0173,25-02-2024,CUST1077,Desk,Furniture,South,Corporate,Online,Cash,8,11766.9,5,89428.44,56867.26,32561.18
ORD0072,01-03-2024,CUST1041,Keyboard,Accessories,West,Consumer,Online,Cash,5,1419.82,8,6531.17,4267.21,2263.96
ORD0414,03-03-2024,CUST1240,Printer,Office Supplies,South,Consumer,Distributor,Credit Card,2,9896.48,0,19792.96,11738.8,8054.16
ORD0413,04-03-2024,CUST1081,Backpack,Accessories,North,Small Business,Distributor,Net Banking,2,1669.67,8,3072.19,1777.84,1294.35
ORD0129,07-03-2024,CUST1037,Bookshelf,Furniture,Central,Consumer,Online,Debit Card,2,6979.87,15,11865.78,8653.82,3211.96
ORD0356,07-03-2024,CUST1018,Bookshelf,Furniture,South,Consumer,Distributor,Credit Card,8,7083.8,10,51003.36,34500.68,16502.68
ORD0112,10-03-2024,CUST1246,Pen Set,Office Supplies,West,Corporate,Retail Store,Credit Card,7,246.77,12,1520.1,883.72,636.38
ORD0311,11-03-2024,CUST1079,Keyboard,Accessories,South,Consumer,Retail Store,Credit Card,4,1519.31,8,5591.06,3398.09,2192.97
ORD0212,16-03-2024,CUST1140,Notebook Pack,Office Supplies,South,Corporate,Distributor,Debit Card,3,435.33,15,1110.09,609.84,500.25
ORD0247,16-03-2024,CUST1237,Printer,Office Supplies,North,Corporate,Online,Credit Card,3,9090.63,12,23999.26,14823.32,9175.94
ORD0299,16-03-2024,CUST1118,Backpack,Accessories,East,Consumer,Online,UPI,7,1741.5,8,11215.26,6464.64,4750.62
ORD0184,19-03-2024,CUST1218,Tablet,Electronics,Central,Small Business,Online,Debit Card,6,18386.6,15,93771.66,66748.9,27022.76
ORD0252,23-03-2024,CUST1048,Notebook Pack,Office Supplies,West,Consumer,Online,Debit Card,2,475.24,8,874.44,502.82,371.62
ORD0034,28-03-2024,CUST1114,Smartphone,Electronics,South,Consumer,Retail Store,Net Banking,7,21112.4,2,144831.06,99884.7,44946.36
ORD0260,29-03-2024,CUST1233,Laptop,Electronics,North,Small Business,Distributor,Debit Card,2,50757.18,10,91362.92,70254.04,21108.88
ORD0512,29-03-2024,CUST1010,Bookshelf,Furniture,East,Consumer,Online,Cash,6,7330.43,15,37385.19,24539.2,12845.99
ORD0544,04-04-2024,CUST1144,Keyboard,Accessories,North,Consumer,Online,Debit Card,6,1417.5,8,7824.6,4812.98,3011.62
ORD0567,06-04-2024,CUST1039,Headphones,Electronics,East,Consumer,Online,Net Banking,5,2436.1,12,10718.84,7285.17,3433.67
ORD0166,08-04-2024,CUST1091,Bookshelf,Furniture,North,Consumer,Distributor,UPI,3,6501.9,5,18530.41,12313.12,6217.29
ORD0157,09-04-2024,CUST1078,Office Chair,Furniture,East,Consumer,Retail Store,Cash,2,8840.36,8,16266.26,10998.55,5267.71
ORD0290,11-04-2024,CUST1126,Pen Set,Office Supplies,South,Corporate,Online,Debit Card,3,236.07,5,672.8,380.98,291.82
ORD0492,11-04-2024,CUST1239,Notebook Pack,Office Supplies,East,Consumer,Online,Debit Card,3,458.29,5,1306.13,743.18,562.95
ORD0503,11-04-2024,CUST1101,Pen Set,Office Supplies,Central,Consumer,Retail Store,Debit Card,3,267.59,10,722.49,449.97,272.52
ORD0552,13-04-2024,CUST1214,Smartphone,Electronics,East,Corporate,Online,UPI,5,22736.64,0,113683.2,85724.59,27958.61
ORD0521,15-04-2024,CUST1115,Smartphone,Electronics,West,Corporate,Retail Store,Net Banking,1,22593.1,5,21463.44,16227.36,5236.08
ORD0117,17-04-2024,CUST1157,Notebook Pack,Office Supplies,East,Small Business,Online,UPI,7,477.91,12,2943.93,1678.69,1265.24
ORD0172,17-04-2024,CUST1083,Pen Set,Office Supplies,West,Small Business,Distributor,Cash,4,248.04,12,873.1,511.9,361.2
ORD0246,18-04-2024,CUST1039,Office Chair,Furniture,West,Corporate,Online,Credit Card,5,9099.86,15,38674.4,24898.94,13775.46
ORD0382,18-04-2024,CUST1080,Tablet,Electronics,West,Consumer,Online,Cash,5,16860.24,2,82615.18,58672.55,23942.63
ORD0007,21-04-2024,CUST1200,Pen Set,Office Supplies,Central,Consumer,Retail Store,Credit Card,6,238,0,1428,762.96,665.04
ORD0369,23-04-2024,CUST1023,Printer,Office Supplies,West,Consumer,Online,Net Banking,1,10176.1,0,10176.1,5850.45,4325.65
ORD0380,25-04-2024,CUST1017,Pen Set,Office Supplies,South,Consumer,Retail Store,Net Banking,2,260.7,10,469.26,266.79,202.47
ORD0009,26-04-2024,CUST1199,Notebook Pack,Office Supplies,West,Corporate,Retail Store,Debit Card,5,453.86,10,2042.37,1195.8,846.57
ORD0541,28-04-2024,CUST1078,Keyboard,Accessories,North,Corporate,Online,Cash,6,1583.92,12,8363.1,5013.42,3349.68
ORD0169,30-04-2024,CUST1201,Laptop,Electronics,South,Consumer,Distributor,Debit Card,1,57694.48,10,51925.03,35414.08,16510.95
ORD0144,01-05-2024,CUST1123,Tablet,Electronics,Central,Small Business,Online,Net Banking,5,18380.74,10,82713.33,57972.91,24740.42
ORD0241,03-05-2024,CUST1188,Printer,Office Supplies,North,Consumer,Retail Store,Cash,5,9777.53,10,43998.89,23780.24,20218.65
ORD0242,04-05-2024,CUST1186,Laptop,Electronics,East,Consumer,Online,Credit Card,4,52686.15,12,185455.25,140572.7,44882.55
ORD0238,05-05-2024,CUST1066,Notebook Pack,Office Supplies,South,Consumer,Online,Debit Card,7,425.05,12,2618.31,1456.99,1161.32
ORD0003,08-05-2024,CUST1017,Tablet,Electronics,North,Consumer,Distributor,Debit Card,3,18743.29,10,50606.88,35588.85,15018.03
ORD0447,09-05-2024,CUST1224,Notebook Pack,Office Supplies,Central,Corporate,Retail Store,Cash,3,416.37,5,1186.65,645.98,540.67
ORD0484,09-05-2024,CUST1169,Smartphone,Electronics,Central,Corporate,Retail Store,Cash,8,22502.41,2,176418.89,120716.62,55702.27
ORD0534,11-05-2024,CUST1213,Notebook Pack,Office Supplies,South,Consumer,Retail Store,Credit Card,3,431.35,15,1099.94,641.88,458.06
ORD0059,14-05-2024,CUST1204,Tablet,Electronics,North,Corporate,Retail Store,UPI,5,19011.26,10,85550.67,58198.46,27352.21
ORD0348,15-05-2024,CUST1059,Notebook Pack,Office Supplies,West,Consumer,Online,Debit Card,5,461.96,12,2032.62,1150.86,881.76
ORD0593,16-05-2024,CUST1124,Laptop,Electronics,South,Small Business,Distributor,Credit Card,5,54630.92,0,273154.6,192937.67,80216.93
ORD0062,17-05-2024,CUST1237,Bookshelf,Furniture,West,Corporate,Retail Store,Debit Card,2,6777.5,2,13283.9,9145.81,4138.09
ORD0202,18-05-2024,CUST1157,Bookshelf,Furniture,South,Corporate,Online,Credit Card,2,7276.94,5,13826.19,9995.53,3830.66
ORD0182,23-05-2024,CUST1155,Desk,Furniture,West,Consumer,Retail Store,UPI,4,11116.98,12,39131.77,26446.66,12685.11
ORD0243,23-05-2024,CUST1240,Bookshelf,Furniture,North,Consumer,Online,Cash,1,7479.33,10,6731.4,4571.36,2160.04
ORD0220,28-05-2024,CUST1200,Smartphone,Electronics,South,Consumer,Online,Credit Card,3,23434.77,2,68898.22,52009.43,16888.79
ORD0405,29-05-2024,CUST1228,Pen Set,Office Supplies,South,Consumer,Online,UPI,2,258.24,15,439.01,259.42,179.59
ORD0308,31-05-2024,CUST1108,Tablet,Electronics,East,Consumer,Online,Cash,5,18282.72,8,84100.51,64409.51,19691
ORD0136,02-06-2024,CUST1212,Printer,Office Supplies,Central,Consumer,Online,UPI,6,8801.19,15,44886.07,25824.12,19061.95
ORD0472,02-06-2024,CUST1149,Laptop,Electronics,North,Corporate,Retail Store,Cash,2,51959.11,10,93526.4,65222.76,28303.64
ORD0231,03-06-2024,CUST1090,Laptop,Electronics,East,Small Business,Online,Credit Card,7,58917.3,5,391800.05,261824.87,129975.18
ORD0367,03-06-2024,CUST1134,Pen Set,Office Supplies,North,Consumer,Online,Credit Card,8,239.01,0,1912.08,1148.76,763.32
ORD0404,03-06-2024,CUST1215,Smartphone,Electronics,East,Consumer,Online,Credit Card,3,22360.51,12,59031.75,41673.13,17358.62
ORD0006,05-06-2024,CUST1176,Headphones,Electronics,South,Corporate,Online,UPI,7,2424.95,10,15277.18,11584.32,3692.86
ORD0316,07-06-2024,CUST1105,Smartphone,Electronics,Central,Corporate,Retail Store,Cash,3,21530.37,12,56840.18,41065.34,15774.84
ORD0180,12-06-2024,CUST1093,Tablet,Electronics,East,Small Business,Retail Store,Net Banking,4,17762.74,15,60393.32,40828.27,19565.05
ORD0162,16-06-2024,CUST1141,Printer,Office Supplies,South,Consumer,Retail Store,UPI,7,9325.76,5,62016.3,34649.79,27366.51
ORD0443,16-06-2024,CUST1200,Laptop,Electronics,North,Consumer,Online,Cash,7,50709.7,5,337219.5,240235.48,96984.02
ORD0305,19-06-2024,CUST1178,Desk,Furniture,North,Consumer,Retail Store,UPI,3,11219.68,2,32985.86,23822.97,9162.89
ORD0594,20-06-2024,CUST1164,Headphones,Electronics,East,Consumer,Distributor,Debit Card,8,2564.18,10,18462.1,13352.22,5109.88
ORD0589,23-06-2024,CUST1235,Office Chair,Furniture,West,Corporate,Online,UPI,6,8874.32,2,52181,35680.18,16500.82
ORD0135,28-06-2024,CUST1019,Office Chair,Furniture,North,Consumer,Retail Store,Net Banking,6,8717.53,8,48120.77,33244.08,14876.69
ORD0028,02-07-2024,CUST1170,Desk,Furniture,North,Consumer,Online,Credit Card,2,11273.92,0,22547.84,15348.06,7199.78
ORD0248,02-07-2024,CUST1072,Smartphone,Electronics,West,Small Business,Distributor,Net Banking,2,21121.52,12,37173.88,25749.71,11424.17
ORD0038,06-07-2024,CUST1060,Notebook Pack,Office Supplies,Central,Small Business,Online,Debit Card,2,431.96,15,734.33,430.77,303.56
ORD0276,06-07-2024,CUST1243,Laptop,Electronics,North,Consumer,Distributor,Cash,5,52877.75,15,224730.44,161923.59,62806.85
ORD0226,07-07-2024,CUST1062,Bookshelf,Furniture,East,Consumer,Retail Store,Net Banking,8,7264.91,12,51144.97,35768.92,15376.05
ORD0419,08-07-2024,CUST1117,Pen Set,Office Supplies,East,Consumer,Retail Store,Net Banking,1,242.13,5,230.02,126.43,103.59
ORD0151,09-07-2024,CUST1027,Bookshelf,Furniture,South,Corporate,Retail Store,Debit Card,1,7559.35,15,6425.45,4380.81,2044.64
ORD0071,11-07-2024,CUST1189,Office Chair,Furniture,East,Small Business,Retail Store,Net Banking,4,8755.22,5,33269.84,23367.01,9902.83
ORD0456,14-07-2024,CUST1197,Bookshelf,Furniture,North,Consumer,Online,Debit Card,5,6504.18,0,32520.9,23353.61,9167.29
ORD0294,15-07-2024,CUST1224,Headphones,Electronics,South,Corporate,Online,Credit Card,8,2374.39,2,18615.22,13023.96,5591.26
ORD0584,15-07-2024,CUST1049,Smartphone,Electronics,North,Corporate,Online,Debit Card,6,23394.92,12,123525.18,82196.04,41329.14
ORD0520,19-07-2024,CUST1101,Notebook Pack,Office Supplies,East,Small Business,Retail Store,Cash,3,423.61,0,1270.83,700.8,570.03
ORD0229,20-07-2024,CUST1059,Pen Set,Office Supplies,West,Small Business,Distributor,Credit Card,7,260.81,5,1734.39,979.69,754.7
ORD0261,22-07-2024,CUST1198,Keyboard,Accessories,East,Small Business,Distributor,UPI,2,1612.97,15,2742.05,1713.76,1028.29
ORD0432,22-07-2024,CUST1072,Office Chair,Furniture,North,Consumer,Online,Debit Card,8,8303.08,2,65096.15,43005.27,22090.88
ORD0469,22-07-2024,CUST1213,Keyboard,Accessories,West,Small Business,Distributor,Cash,4,1561.29,15,5308.39,3348.83,1959.56
ORD0244,02-08-2024,CUST1121,Printer,Office Supplies,West,Corporate,Online,Debit Card,5,10140.96,10,45634.32,26440.41,19193.91
ORD0101,03-08-2024,CUST1062,Headphones,Electronics,South,Consumer,Online,Credit Card,7,2391.3,10,15065.19,10553.18,4512.01
ORD0366,03-08-2024,CUST1044,Headphones,Electronics,West,Corporate,Online,Credit Card,7,2605.92,8,16782.12,11813.56,4968.56
ORD0234,05-08-2024,CUST1223,Smartphone,Electronics,East,Consumer,Retail Store,Credit Card,2,23097.37,0,46194.74,32459.65,13735.09
ORD0438,07-08-2024,CUST1069,Smartphone,Electronics,South,Consumer,Retail Store,Debit Card,1,20571.69,0,20571.69,14078.68,6493.01
ORD0110,10-08-2024,CUST1074,Smartphone,Electronics,West,Consumer,Online,Debit Card,5,22575.95,0,112879.75,85645.87,27233.88
ORD0194,11-08-2024,CUST1217,Printer,Office Supplies,West,Consumer,Distributor,Net Banking,5,10182.24,10,45820.08,25928.9,19891.18
ORD0063,12-08-2024,CUST1033,Notebook Pack,Office Supplies,South,Small Business,Online,Cash,4,443.09,8,1630.57,941.82,688.75
ORD0373,13-08-2024,CUST1213,Backpack,Accessories,West,Corporate,Distributor,UPI,7,1822.94,12,11229.31,7103.38,4125.93
ORD0189,15-08-2024,CUST1098,Pen Set,Office Supplies,North,Small Business,Distributor,Net Banking,6,261.83,0,1570.98,917.83,653.15
ORD0190,18-08-2024,CUST1115,Keyboard,Accessories,Central,Small Business,Retail Store,Cash,4,1472.72,8,5419.61,3285.75,2133.86
ORD0023,22-08-2024,CUST1227,Office Chair,Furniture,South,Small Business,Online,Net Banking,2,8215.65,15,13966.6,9520.17,4446.43
ORD0274,22-08-2024,CUST1114,Bookshelf,Furniture,North,Consumer,Distributor,UPI,1,7383.77,0,7383.77,4879.49,2504.28
ORD0587,22-08-2024,CUST1128,Desk,Furniture,West,Small Business,Online,UPI,7,12572.18,12,77444.63,54740.2,22704.43
ORD0341,25-08-2024,CUST1060,Bookshelf,Furniture,South,Corporate,Distributor,Debit Card,3,7215.9,2,21214.75,13329.74,7885.01
ORD0464,28-08-2024,CUST1228,Desk,Furniture,East,Corporate,Online,Net Banking,7,12829.65,8,82622.95,56761.59,25861.36
ORD0560,28-08-2024,CUST1222,Printer,Office Supplies,Central,Consumer,Retail Store,Net Banking,1,9006.01,0,9006.01,4891.16,4114.85
ORD0245,02-09-2024,CUST1162,Desk,Furniture,Central,Consumer,Online,Net Banking,4,11222.76,2,43993.22,27524.88,16468.34
ORD0581,02-09-2024,CUST1130,Tablet,Electronics,Central,Corporate,Online,UPI,4,18551.68,15,63075.71,48700.35,14375.36
ORD0548,05-09-2024,CUST1182,Desk,Furniture,South,Small Business,Online,Net Banking,6,12797.43,0,76784.58,52368.74,24415.84
ORD0392,09-09-2024,CUST1022,Notebook Pack,Office Supplies,Central,Corporate,Online,Cash,3,431.61,10,1165.35,623.04,542.31
ORD0048,11-09-2024,CUST1200,Laptop,Electronics,East,Consumer,Retail Store,Cash,7,54930.95,15,326839.15,239074.07,87765.08
ORD0178,11-09-2024,CUST1135,Laptop,Electronics,South,Consumer,Retail Store,UPI,4,59095.66,2,231654.99,179162.99,52492
ORD0535,13-09-2024,CUST1048,Tablet,Electronics,North,Consumer,Online,Debit Card,2,17319.7,10,31175.46,21269.67,9905.79
ORD0580,15-09-2024,CUST1220,Smartphone,Electronics,South,Corporate,Distributor,Net Banking,7,22068.94,8,142123.97,107770.22,34353.75
ORD0280,18-09-2024,CUST1124,Headphones,Electronics,South,Small Business,Online,Cash,1,2349.58,8,2161.61,1491.23,670.38
ORD0467,18-09-2024,CUST1097,Pen Set,Office Supplies,South,Small Business,Online,Cash,4,246.56,12,867.89,509.06,358.83
ORD0483,21-09-2024,CUST1183,Notebook Pack,Office Supplies,East,Consumer,Online,Credit Card,3,458.77,15,1169.86,654.36,515.5
ORD0176,26-09-2024,CUST1007,Keyboard,Accessories,North,Consumer,Retail Store,Net Banking,5,1558.43,0,7792.15,5103.33,2688.82
ORD0440,26-09-2024,CUST1125,Bookshelf,Furniture,East,Consumer,Distributor,Credit Card,7,6976.73,15,41511.54,26089.21,15422.33
ORD0569,27-09-2024,CUST1125,Keyboard,Accessories,West,Consumer,Distributor,Net Banking,8,1502.84,10,10820.45,6625.94,4194.51
ORD0251,29-09-2024,CUST1104,Pen Set,Office Supplies,Central,Consumer,Retail Store,Credit Card,1,250.22,8,230.2,136.44,93.76
ORD0532,29-09-2024,CUST1117,Tablet,Electronics,South,Consumer,Online,Debit Card,2,19412.47,0,38824.94,30173.57,8651.37
ORD0078,05-10-2024,CUST1027,Smartphone,Electronics,Central,Consumer,Online,Net Banking,5,21642.9,8,99557.34,76467.73,23089.61
ORD0574,07-10-2024,CUST1250,Keyboard,Accessories,East,Corporate,Online,Credit Card,6,1464.07,2,8608.73,4920.85,3687.88
ORD0104,08-10-2024,CUST1041,Notebook Pack,Office Supplies,Central,Consumer,Distributor,Debit Card,5,469.65,8,2160.39,1324.3,836.09
ORD0577,08-10-2024,CUST1005,Pen Set,Office Supplies,Central,Corporate,Online,Debit Card,7,252.04,2,1728.99,932.02,796.97
ORD0094,09-10-2024,CUST1039,Printer,Office Supplies,West,Consumer,Online,Credit Card,3,10068.96,2,29602.74,16574.14,13028.6
ORD0330,12-10-2024,CUST1181,Keyboard,Accessories,East,Consumer,Online,Net Banking,7,1504.74,0,10533.18,6392.89,4140.29
ORD0583,16-10-2024,CUST1102,Smartphone,Electronics,South,Corporate,Online,Debit Card,6,21239.7,8,117243.14,79266.79,37976.35
ORD0318,21-10-2024,CUST1038,Bookshelf,Furniture,North,Corporate,Distributor,UPI,2,6449.65,8,11867.36,7485.23,4382.13
ORD0371,22-10-2024,CUST1024,Office Chair,Furniture,West,Corporate,Online,Cash,5,7979.05,0,39895.25,25406.95,14488.3
ORD0230,26-10-2024,CUST1178,Headphones,Electronics,West,Small Business,Online,Debit Card,2,2525.41,15,4293.2,3088.93,1204.27
ORD0291,28-10-2024,CUST1145,Bookshelf,Furniture,East,Small Business,Online,Debit Card,6,7318.89,15,37326.34,27280.86,10045.48
ORD0199,31-10-2024,CUST1180,Laptop,Electronics,East,Consumer,Distributor,Net Banking,3,51130.91,8,141121.31,106845.63,34275.68
ORD0321,01-11-2024,CUST1187,Printer,Office Supplies,South,Small Business,Distributor,Cash,4,9115.85,12,32087.79,18777.31,13310.48
ORD0551,01-11-2024,CUST1013,Smartphone,Electronics,North,Consumer,Retail Store,Debit Card,5,22813.61,15,96957.84,71226.12,25731.72
ORD0389,02-11-2024,CUST1064,Notebook Pack,Office Supplies,Central,Corporate,Retail Store,UPI,1,425.16,8,391.15,217.58,173.57
ORD0223,04-11-2024,CUST1135,Backpack,Accessories,South,Consumer,Online,Net Banking,7,1744.07,15,10377.22,6556.29,3820.93
ORD0572,05-11-2024,CUST1055,Pen Set,Office Supplies,North,Small Business,Online,Net Banking,8,269.77,15,1834.44,1081.81,752.63
ORD0041,06-11-2024,CUST1172,Pen Set,Office Supplies,West,Corporate,Retail Store,UPI,8,248.51,15,1689.87,962.1,727.77
ORD0124,06-11-2024,CUST1213,Office Chair,Furniture,East,Consumer,Online,Debit Card,2,8614.55,0,17229.1,12156.54,5072.56
ORD0599,06-11-2024,CUST1053,Headphones,Electronics,South,Consumer,Online,Cash,7,2509.97,8,16164.21,12290.78,3873.43
ORD0546,07-11-2024,CUST1209,Smartphone,Electronics,North,Consumer,Online,Cash,7,20896.32,10,131646.82,90528.27,41118.55
ORD0309,08-11-2024,CUST1026,Keyboard,Accessories,Central,Consumer,Online,UPI,7,1448.99,5,9635.78,5663.08,3972.7
ORD0401,09-11-2024,CUST1134,Pen Set,Office Supplies,West,Consumer,Retail Store,Debit Card,1,260.98,0,260.98,153.55,107.43
ORD0381,13-11-2024,CUST1240,Office Chair,Furniture,South,Small Business,Online,Debit Card,5,9097.78,12,40030.23,27921.18,12109.05
ORD0209,14-11-2024,CUST1178,Keyboard,Accessories,East,Small Business,Distributor,Cash,5,1490.62,12,6558.73,3793.9,2764.83
ORD0425,15-11-2024,CUST1037,Keyboard,Accessories,West,Consumer,Online,Credit Card,1,1399.33,0,1399.33,899.1,500.23
ORD0531,16-11-2024,CUST1014,Tablet,Electronics,Central,Consumer,Online,UPI,8,16811.54,10,121043.09,86328.58,34714.51
ORD0429,18-11-2024,CUST1153,Office Chair,Furniture,North,Small Business,Retail Store,Cash,6,8837.15,2,51962.44,34513.58,17448.86
ORD0079,20-11-2024,CUST1106,Printer,Office Supplies,South,Consumer,Online,UPI,3,10149.74,0,30449.22,17514.2,12935.02
ORD0075,23-11-2024,CUST1211,Tablet,Electronics,North,Consumer,Retail Store,Credit Card,6,16802.25,8,92748.42,64040.05,28708.37
ORD0553,26-11-2024,CUST1025,Office Chair,Furniture,North,Consumer,Online,Debit Card,5,8167.08,8,37568.57,23630.59,13937.98
ORD0221,28-11-2024,CUST1101,Headphones,Electronics,West,Consumer,Online,Credit Card,1,2460.82,15,2091.7,1439.68,652.02
ORD0372,30-11-2024,CUST1135,Tablet,Electronics,South,Consumer,Retail Store,Credit Card,6,19252.68,10,103964.47,73482.06,30482.41
ORD0042,01-12-2024,CUST1059,Tablet,Electronics,South,Consumer,Online,UPI,4,17618.43,10,63426.35,44690.74,18735.61
ORD0249,01-12-2024,CUST1081,Bookshelf,Furniture,West,Small Business,Retail Store,Net Banking,3,7403.17,10,19988.56,14533.75,5454.81
ORD0328,04-12-2024,CUST1026,Headphones,Electronics,West,Corporate,Retail Store,UPI,5,2409.26,12,10600.74,7665.99,2934.75
ORD0450,10-12-2024,CUST1214,Office Chair,Furniture,North,Consumer,Distributor,Debit Card,1,8041.92,15,6835.63,4653.62,2182.01
ORD0200,11-12-2024,CUST1158,Notebook Pack,Office Supplies,West,Consumer,Retail Store,UPI,7,439.03,12,2704.42,1609.35,1095.07
ORD0408,11-12-2024,CUST1038,Laptop,Electronics,West,Corporate,Online,Debit Card,5,52497.02,2,257235.4,178390.8,78844.6
ORD0526,12-12-2024,CUST1048,Office Chair,Furniture,East,Consumer,Online,Net Banking,2,8647.29,12,15219.23,9815.58,5403.65
ORD0417,14-12-2024,CUST1064,Smartphone,Electronics,Central,Consumer,Online,Credit Card,1,20919.39,2,20501,14859.29,5641.71
ORD0525,15-12-2024,CUST1073,Bookshelf,Furniture,West,Corporate,Online,Debit Card,5,6735.18,8,30981.83,20537.37,10444.46
ORD0171,18-12-2024,CUST1110,Headphones,Electronics,South,Consumer,Distributor,UPI,1,2443.47,10,2199.12,1560.23,638.89
ORD0140,19-12-2024,CUST1195,Notebook Pack,Office Supplies,West,Consumer,Online,Net Banking,2,475.97,2,932.9,519.15,413.75
ORD0133,21-12-2024,CUST1189,Printer,Office Supplies,North,Small Business,Online,Cash,2,9405.74,15,15989.76,9480.34,6509.42
ORD0433,21-12-2024,CUST1071,Backpack,Accessories,Central,Small Business,Online,Debit Card,2,1816.19,0,3632.38,2196.42,1435.96
ORD0022,23-12-2024,CUST1058,Notebook Pack,Office Supplies,West,Small Business,Online,Cash,8,416.69,15,2833.49,1657.85,1175.64
ORD0289,23-12-2024,CUST1230,Desk,Furniture,East,Consumer,Online,Credit Card,1,11559.05,15,9825.19,7102.03,2723.16
ORD0412,23-12-2024,CUST1114,Headphones,Electronics,West,Small Business,Online,Net Banking,2,2518.73,8,4634.46,3560.56,1073.9
ORD0505,25-12-2024,CUST1132,Smartphone,Electronics,East,Small Business,Online,Net Banking,3,23506.06,8,64876.73,50150.88,14725.85
ORD0538,27-12-2024,CUST1161,Printer,Office Supplies,East,Small Business,Retail Store,UPI,3,9570.13,12,25265.14,13772.26,11492.88
